<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.09	44444	46438	44444	46108	1008223	6602109844	0
2015.12.10	46084	46323	45351	45631	713099	4996335011	0
2015.12.11	45540	45981	45068	45263	732657	4296837930	0
2015.12.14	45258	45258	44531	44747	627669	3556707799	0
2015.12.15	44748	45423	44748	44872	597439	3840093941	0
2015.12.16	44868	45099	44095	45016	736890	4822685759	0
2015.12.17	45016	46251	45016	45261	703263	4470532722	0
2015.12.18	45249	45249	43690	43911	888707	6532771551	0
2015.12.21	43912	44223	43196	43200	739180	4621648675	0
2015.12.22	43208	43632	43137	43470	515884	3769339688	0
2015.12.23	43479	44233	43479	44017	5829448	34228080794	0
2015.12.28	44016	44087	43709	43764	393750	2562058141	0
2015.12.29	43781	44042	43523	43654	384465	2284830856	0
2015.12.30	43653	43662	43217	43350	544666	3999237169	0
2016.01.04	43349	43349	42125	42141	649921	4400603304	0
2016.01.05	42139	42534	42137	42419	582939	3446006836	0
2016.01.06	42410	42410	41590	41773	764610	4697168395	0
2016.01.07	41772	41772	40695	40695	828089	5105822926	0
2016.01.08	40690	41218	40463	40612	599893	4005963635	0
2016.01.11	40612	40974	39924	39947	647069	3875800159	0
2016.01.12	39955	40261	39426	39514	697656	3958985167	0
2016.01.13	39636	40050	38822	38944	700965	3973157078	0
2016.01.14	38944	39502	38459	39500	712334	4149505224	0
2016.01.15	39494	39494	37986	38569	870211	4822199213	0
2016.01.18	38572	38633	37937	37937	1772923	9610201131	0
2016.01.19	37954	38857	37954	38057	600065	3396305131	0
2016.01.20	38056	38056	37046	37645	734571	4367966675	0
2016.01.21	37647	38079	37495	37717	729672	4258070405	0
2016.01.22	37737	38444	37737	38031	744060	4323473247	0
2016.01.26	38031	38031	37112	37497	784172	3954177382	0
2016.01.27	37501	38766	37402	38376	872576	5245966350	0
2016.01.28	38376	39100	37996	38630	796659	4409016887	0
2016.01.29	38635	40406	38635	40406	896188	6402474133	0
2016.02.01	40397	40570	39738	40570	708845	4097103046	0
2016.02.02	40564	40564	38596	38596	903239	5493202132	0
2016.02.03	38597	39726	38597	39589	759012	5191354166	0
2016.02.04	39589	41444	39589	40822	967692	6100384461	0
2016.02.05	40812	41249	40566	40592	701456	4256413538	0
2016.02.10	40470	40474	39960	40377	460713	2662534990	0
2016.02.11	40370	40370	38928	39318	732124	4124899471	0
2016.02.12	39324	39901	39324	39808	595768	3806249544	0
2016.02.15	39808	40671	39808	40093	382667	1929529206	0
2016.02.16	40093	41206	40074	40948	658025	4194383132	0
2016.02.17	40958	42436	40958	41631	1090188	6050746800	0
2016.02.18	41624	41698	41183	41478	656861	4007885477	0
2016.02.19	41477	41828	41071	41543	570010	3559237228	0
2016.02.22	41544	43345	41544	43235	845250	5560566363	0
2016.02.23	43235	43601	42359	42521	705523	4352952739	0
2016.02.24	42521	42521	41211	42085	666312	3890172198	0
2016.02.25	42073	42327	41442	41888	640357	4106986024	0
2016.02.26	41889	42495	41417	41593	552207	3756891161	0
2016.02.29	41599	43053	41599	42794	806685	5958448662	0
2016.03.01	42798	44181	42798	44122	910571	5960185509	0
2016.03.02	44128	44983	43841	44893	873371	6513570958	0
2016.03.03	44900	47375	44900	47193	1523731	11217173188	0
2016.03.04	47194	50024	47194	49085	1809230	14775169937	0
2016.03.07	49076	49639	48746	49246	1083082	7666228439	0
2016.03.08	49244	49914	48847	49102	1369187	9818864352	0
2016.03.09	49102	50001	48623	48665	1082902	8314247438	0
2016.03.10	48840	49974	47922	49571	1401635	10042298501	0
2016.03.11	49572	50038	49156	49639	1076002	8384151008	0
2016.03.14	49650	50166	48757	48867	899726	6482830978	0
2016.03.15	48866	48866	46684	47130	1066045	7044114029	0
2016.03.16	47130	47814	46521	47763	987837	6659608076	0
2016.03.17	47853	51268	47850	50914	1485560	11036413369	0
2016.03.18	50915	51308	50202	50815	973678	7624536222	0
2016.03.21	50818	51370	50765	51172	747421	5496927466	0
2016.03.22	51170	51215	50812	51010	751170	5599743306	0
2016.03.23	51005	51005	49491	49690	714169	4995909027	0
2016.03.24	49686	49686	48778	49657	658819	5037616953	0
2016.03.28	49710	51149	49710	50838	613561	4927372965	0
2016.03.29	50839	51765	50387	51155	802307	6046948679	0
2016.03.30	51155	52262	50900	51249	909830	6552294137	0
2016.03.31	51248	51248	49642	50055	832586	6702194613	0
2016.04.01	50054	50768	49361	50562	722927	5512455283	0
2016.04.04	50556	50556	48600	48780	654969	4575125464	0
2016.04.05	48778	49629	48149	49054	718970	4828705772	0
2016.04.06	49054	49054	47874	48096	671758	4937866924	0
2016.04.07	48116	48940	48114	48513	593890	4720527816	0
2016.04.08	48529	50486	48522	50293	775887	6807159013	0
2016.04.11	50303	51089	50078	50165	1310465	9739586394	0
2016.04.12	50166	52327	50166	52002	937267	7372699822	0
2016.04.13	52028	53844	52028	53150	1096984	9126446300	0
2016.04.14	53150	53699	52242	52411	13440062	103192572474	0
2016.04.15	52414	53390	52414	53228	842764	7222221050	0
2016.04.18	53229	53479	52305	52894	718124	6615805509	0
2016.04.19	52894	54054	52894	53710	805406	6807964767	0
2016.04.20	53711	53857	53149	53631	766315	6384242004	0
2016.04.22	53630	53630	52629	52908	907818	6196318571	0
2016.04.25	52911	52949	51748	51862	598032	4681051689	0
2016.04.26	51867	53108	51838	53083	707439	5243775521	0
2016.04.27	53094	54560	53094	54478	760809	7149777873	0
2016.04.28	54474	54978	53963	54312	802513	6599761114	0
2016.04.29	54317	54705	53592	53911	821035	7849680190	0
2016.05.02	53910	54113	53265	53562	1170770	9740133643	0
2016.05.03	53557	53557	52260	52260	679088	5803506550	0
2016.05.04	52253	52672	51931	52553	732416	5861219123	0
2016.05.05	52569	53071	51311	51671	611070	4868842356	0
2016.05.06	51671	52159	51204	51718	617872	4662831603	0
2016.05.09	51717	51717	49908	50990	1610391	13380696206	0
2016.05.10	50994	53071	50994	53071	800399	6088119740	0
2016.05.11	53088	53976	52736	52764	15930480	128212520740	0
2016.05.12	52765	53703	52424	53241	17617240	140433927820	0
2016.05.13	53236	53250	51366	51804	932192	6196644779	0
2016.05.16	51803	52305	51585	51803	597707	4606055399	0
2016.05.17	51795	51946	50689	50839	2040873	13778607077	0
2016.05.18	50836	51373	50301	50562	1568751	11454118762	0
2016.05.19	50556	50556	49588	50133	640332	5143086830	0
2016.05.20	50133	50822	49723	49723	639513	4370035558	0
2016.05.23	49706	49706	48695	49330	695950	4504154575	0
2016.05.24	49330	50002	49153	49345	596291	4080131462	0
2016.05.25	49347	50357	49347	49483	703345	4611477139	0
2016.05.27	49481	49805	48869	49051	628410	3660850684	0
2016.05.30	49051	49203	48799	48964	241647	1512210357	0
2016.05.31	48963	49269	48292	48472	971246	8212680682	0
2016.06.01	48468	49057	48200	49013	636826	4629898751	0
2016.06.02	49008	49906	48781	49887	666805	4949564604	0
2016.06.03	49888	50634	49888	50620	666951	4663605768	0
2016.06.06	50627	50924	50097	50432	623249	3999613768	0
2016.06.07	50432	50641	50005	50488	676571	4039738305	0
2016.06.08	50490	51812	50490	51629	756552	6007608412	0
2016.06.09	51633	51633	50832	51118	559091	4429817162	0
2016.06.10	51117	51117	49422	49422	597191	4273685044	0
2016.06.13	49419	49764	48804	49661	576397	7212332313	0
2016.06.14	49638	49894	48216	48648	717314	5325625032	0
2016.06.15	48649	49415	48324	48915	700153	6777096974	0
2016.06.16	48901	49412	48067	49412	732162	4916456570	0
2016.06.17	49420	50191	49405	49534	617754	5935508124	0
2016.06.20	49539	50782	49539	50329	667343	4925706180	0
2016.06.21	50326	50870	49678	50838	577609	4785240412	0
2016.06.22	50835	51239	50060	50156	669421	4998918411	0
2016.06.23	50213	51673	50209	51560	581873	4273642161	0
2016.06.24	51561	51561	49544	50105	769090	5731935306	0
2016.06.27	50106	50162	48954	49246	628977	4538214549	0
2016.06.28	49252	50301	49252	50007	635675	4770956209	0
2016.06.29	50161	51229	50161	51002	697627	6240165483	0
2016.06.30	51001	51619	50585	51527	686033	6794636133	0
2016.07.01	51549	52346	51411	52233	660097	6153130057	0
2016.07.04	52292	52918	52292	52569	394186	2799583425	0
2016.07.05	52565	52565	51510	51842	611141	4409526002	0
2016.07.06	51811	51909	50825	51902	555950	4291690113	0
2016.07.07	51902	52719	51888	52015	671737	8362798562	0
2016.07.08	52167	53166	52167	53139	602915	4782345895	0
2016.07.11	53143	54021	53143	53960	607706	4885193239	0
2016.07.12	53961	54746	53961	54256	777902	5710771682	0
2016.07.13	54254	54647	53733	54598	759552	5514392014	0
2016.07.14	54601	55634	54601	55481	887861	7049826200	0
2016.07.15	55482	55649	55233	55578	732911	5497853152	0
2016.07.18	55573	56509	55355	56484	626472	5876434775	0
2016.07.19	56487	56698	56246	56698	702742	5838154070	0
2016.07.20	56699	56927	56221	56578	596690	5752222684	0
2016.07.21	56578	56906	56233	56638	592997	5291828240	0
2016.07.22	56645	57171	56518	57002	561639	4474262145	0
2016.07.25	57006	57205	56398	56873	536252	4479214803	0
2016.07.26	56876	57310	56708	56783	588548	5125006975	0
2016.07.27	56788	57380	56788	56853	635568	5581050890	0
2016.07.28	56853	56853	55993	56667	622439	5515285268	0
2016.07.29	56664	57474	56340	57308	828741	7017342490	0
2016.08.01	57309	57729	56676	56756	704738	5267421941	0
2016.08.02	56752	56974	55696	56162	702361	5815485044	0
2016.08.03	56157	57101	55788	57077	691798	5854131702	0
2016.08.04	57076	58030	57076	57594	715015	6303548640	0
2016.08.05	57609	57951	57290	57661	605117	5077691404	0
2016.08.08	57520	57917	57504	57635	507588	4361555150	0
2016.08.09	57637	58095	57615	57689	565547	4387860550	0
2016.08.10	57690	57953	56735	56920	555452	5145321012	0
2016.08.11	56925	58308	56923	58300	699652	5950519905	0
2016.08.12	58300	58753	57987	58299	675607	5984786099	0
2016.08.15	58335	59324	58330	59146	636780	4996866899	0
2016.08.16	59099	59187	58589	58855	629509	5815382681	0
2016.08.17	58847	59324	58081	59324	756099	6666924102	0
2016.08.18	59315	59418	58829	59166	572403	5304828980	0
2016.08.19	59158	59240	58599	59099	538795	4249461822	0
2016.08.22	59080	59099	57631	57781	596837	4726781576	0
2016.08.23	57781	58596	57781	58020	601479	5539873815	0
2016.08.24	58019	58332	57456	57718	42991728	376341509020	0
2016.08.25	57718	58124	57639	57722	571864	4606096626	0
2016.08.26	57725	58655	57259	57716	766341	5810762403	0
2016.08.29	57717	58957	57642	58610	601407	4343443139	0
2016.08.30	58610	58882	58293	58575	542300	4275491359	0
2016.08.31	58580	58910	57506	57901	791577	7037076099	0
2016.09.01	57901	58417	57638	58236	736672	6467542339	0
2016.09.02	58241	59655	58241	59616	733996	6256908524	0
2016.09.05	59616	59986	59402	59566	359009	2705142574	0
2016.09.06	59566	60129	59182	60129	593484	5100977505	0
2016.09.08	60129	60311	59743	60232	759470	6405859899	0
2016.09.09	60220	60220	57961	58000	834512	6456223513	0
2016.09.12	57998	58595	57511	58586	670643	5495160873	0
2016.09.13	58580	58580	56459	56821	929311	6842323022	0
2016.09.14	56812	57342	56694	57059	655295	4957019545	0
2016.09.15	57068	58127	57068	57909	561639	4588595939	0
2016.09.16	57859	57862	56794	57080	555108	6090382102	0
2016.09.19	57307	58025	57110	57350	494804	4226540922	0
2016.09.20	57356	57902	57356	57736	569259	4344804849	0
2016.09.21	57736	58575	57326	58394	737413	6035310487	0
2016.09.22	58408	59462	58408	58994	670497	5350032636	0
2016.09.23	58992	59131	58409	58697	615008	4552904304	0
2016.09.26	58697	58697	57904	58052	416782	3525102303	0
2016.09.27	58061	58490	57411	58382	600505	4605481493	0
2016.09.28	58383	59415	58353	59356	581109	5101696791	0
2016.09.29	59346	59621	58292	58351	615640	5061845866	0
2016.09.30	58350	58900	58271	58367	617359	5012870811	0
2016.10.03	58372	59549	58367	59461	619291	4900601067	0
2016.10.04	59460	59580	58892	59339	697921	6605383437	0
2016.10.05	59340	60477	59340	60254	588523	5637144976	0
2016.10.06	60254	60724	60070	60644	593010	5710538962	0
2016.10.07	60645	61275	60479	61109	719190	6940212411	0
2016.10.10	61130	61756	61130	61668	546130	5334686405	0
2016.10.11	61668	61668	60885	61022	678140	6408905658	0
2016.10.13	61020	61329	60243	61119	914569	9021477114	0
2016.10.14	61120	62039	61120	61767	776452	7314370670	0
2016.10.17	61768	62696	61719	62696	692400	6451152297	0
2016.10.18	62725	63937	62714	63782	1632614	15252065474	0
2016.10.19	63784	64089	63309	63506	586764	6205858226	0
2016.10.20	63451	63927	62729	63838	634106	5979698645	0
2016.10.21	63838	64372	63379	64108	582285	6070415962	0
2016.10.24	64141	64691	63914	64060	614548	5946555057	0
2016.10.25	64059	64266	63248	63866	678292	6663347747	0
2016.10.26	63860	63924	63084	63826	711044	7426629565	0
2016.10.27	63827	64609	63827	64250	676113	6564267055	0
2016.10.28	64144	64728	63778	64308	694974	6563726582	0
2016.10.31	64312	65054	64312	64925	753795	6935432458	0
2016.11.01	64922	65291	63019	63326	871928	7725974824	0
2016.11.03	63311	63524	61750	61750	845288	7337066364	0
2016.11.04	61749	62699	61491	61598	834880	6604643597	0
2016.11.07	61601	64193	61601	64052	670362	5797443456	0
2016.11.08	64052	64767	63381	64158	647604	5612152013	0
2016.11.09	64157	64358	61794	63258	951253	9572314909	0
2016.11.10	63261	63903	60553	61201	1487375	13785560710	0
2016.11.11	61199	61626	58921	59184	3515274	27325571848	0
2016.11.14	59183	59961	58322	59657	1345307	8831991378	0
2016.11.16	59659	60915	59364	60759	1007955	8183215570	0
2016.11.17	60763	61493	59746	59770	792051	6668709438	0
2016.11.18	59770	60193	59327	59961	726114	5947916572	0
2016.11.21	59971	61070	59969	61070	43558291	369398777012	0
2016.11.22	61077	62550	61077	61954	780591	7193665222	0
2016.11.23	61956	62046	61234	61986	696258	5655390619	0
2016.11.24	61999	62105	61392	61396	276813	2496843833	0
2016.11.25	61394	61559	60573	61559	471021	4497971146	0
2016.11.28	61522	62934	61240	62856	612311	5163974563	0
2016.11.29	62859	62859	60980	60987	655714	6473997481	0
2016.11.30	61086	62590	61086	61906	732019	8503559748	0
2016.12.01	61907	61911	59058	59507	1364673	9993385231	0
2016.12.02	59499	60379	58092	60316	969965	7511270937	0
2016.12.05	60322	60720	59635	59832	618956	5014976141	0
2016.12.06	59828	61235	59396	61088	811891	6485367110	0
2016.12.07	61111	61918	61062	61414	803319	6875055024	0
2016.12.08	61430	61936	60499	60677	681531	5426099657	0
2016.12.09	60688	61129	60316	60501	708561	6305992697	0
2016.12.12	60365	60380	59035	59179	684967	5613357706	0
2016.12.13	59178	59946	58758	59281	840057	6366299792	0
2016.12.14	59276	59338	58212	58212	831061	6766281516	0
2016.12.15	58214	58635	57575	58396	811924	6170581498	0
2016.12.16	58398	59312	58365	58389	591856	6580141441	0
2016.12.19	58396	58600	57109	57111	582967	5827169046	0
2016.12.20	57121	57918	57038	57583	600200	4815966363	0
2016.12.21	57583	58049	57222	57647	515151	4235604389	0
2016.12.22	57646	57646	56829	57255	579838	4950454717	0
2016.12.23	57255	58143	57255	57937	468372	4085248255	0
2016.12.26	57941	58781	57941	58620	163385	1174293998	0
2016.12.27	58627	59068	58402	58697	396074	2840565607	0
2016.12.28	58688	59911	58688	59782	456235	3531886378	0
2016.12.29	59782	60248	59278	60227	467876	3981142320	0
2017.01.02	60227	60227	59371	59589	218518	1438174724	0
2017.01.03	59631	61815	59631	61814	714167	6145126403	0
2017.01.04	61811	61940	61302	61589	579355	4900390974	0
2017.01.05	61594	62409	61594	62071	648000	5833786247	0
2017.01.06	62072	62072	61396	61665	527096	4211329199	0
2017.01.09	61680	62112	61307	61700	541416	4686556297	0
2017.01.10	61710	62446	61710	62132	529371	4976663751	0
2017.01.11	62134	62674	61665	62446	624890	5485472475	0
2017.01.12	62448	64342	62448	63954	1046440	8704020139	0
2017.01.13	63940	64092	63366	63652	633914	5261854058	0
2017.01.16	63652	64014	63556	63831	374756	3185969618	0
2017.01.17	63827	64658	63456	64354	653973	5636863129	0
2017.01.18	64360	64680	64063	64150	619094	5827191141	0
2017.01.19	64145	64456	63574	63951	617485	5528333295	0
2017.01.20	63951	64694	63951	64521	659371	6488752114	0
2017.01.23	64519	65816	64500	65749	658051	5773053169	0
2017.01.24	65752	66173	65615	65840	721524	7590739828	0
2017.01.26	65842	66594	65842	66191	753059	7362346735	0
2017.01.27	66195	66242	65876	66034	559851	5143448420	0
2017.01.30	66025	66025	64165	64302	610203	4435261621	0
2017.01.31	64310	64901	64284	64671	634691	5154405497	0
2017.02.01	64687	65594	64687	64836	675506	6318923953	0
2017.02.02	64784	65132	64163	64578	642178	5871873223	0
2017.02.03	64555	65387	64264	64954	846952	7133781803	0
2017.02.06	64956	65327	63933	63993	662503	5087977250	0
2017.02.07	64122	64815	63938	64199	567840	5711363274	0
2017.02.08	64238	64835	63740	64835	653394	6274135830	0
2017.02.09	64850	65302	64587	64965	613323	5609727798	0
2017.02.10	64948	66292	64935	66125	728984	7133771865	0
2017.02.13	66125	67094	66125	66968	762068	6609862408	0
2017.02.14	66971	67110	66251	66713	740677	6929645529	0
2017.02.15	66712	68016	66712	67976	1042045	8934204876	0
2017.02.16	67979	68456	67661	67814	699070	7614096107	0
2017.02.17	67814	67819	67158	67748	564479	5710565993	0
2017.02.20	67756	68674	67756	68533	428114	4838288963	0
2017.02.21	68536	69112	68536	69052	688881	6467439499	0
2017.02.22	69021	69021	68282	68590	760204	6937403449	0
2017.02.23	68591	69488	67279	67461	953297	8492820389	0
2017.02.24	66999	67185	66452	66662	750308	6419792443	0
2017.03.01	66661	67398	66661	66989	659223	4926153687	0
2017.03.02	67000	67035	65594	65855	801185	6424550696	0
2017.03.03	65860	66801	65860	66786	629592	5589247067	0
2017.03.06	66786	66892	66119	66341	675922	6578212393	0
2017.03.07	66343	66641	65668	65742	658894	5883932704	0
2017.03.08	65792	65792	64496	64718	759196	6663900088	0
2017.03.09	64717	65068	64203	64585	762119	6740429948	0
2017.03.10	64586	65725	64472	64675	700255	6785528146	0
2017.03.13	64674	65651	64674	65534	563646	4502703237	0
2017.03.14	65511	65549	64699	64699	3848043	34175121355	0
2017.03.15	64702	66318	64537	66235	781821	7765736955	0
2017.03.16	66232	66554	65531	65783	651070	6068306667	0
2017.03.17	65783	66205	64152	64210	959494	10422982799	0
2017.03.20	64210	65136	63672	64884	792404	7346400796	0
2017.03.21	64878	64965	62795	62980	994450	7245796751	0
2017.03.22	62980	63747	62496	63521	973061	7726348724	0
2017.03.23	63521	63942	62840	63531	699679	7419450259	0
2017.03.24	63554	63997	63469	63854	613244	5420992444	0
2017.03.27	63829	64356	63030	64308	649491	5226140790	0
2017.03.28	64308	64847	64042	64640	659795	6755598984	0
2017.03.29	64636	65551	64476	65528	720220	8099941709	0
2017.03.30	65541	65775	65070	65266	1577085	13841804989	0
2017.03.31	65266	65597	64859	64984	581614	5346748685	0
2017.04.03	64989	65384	64774	65211	527434	5436830476	0
2017.04.04	65212	65775	64990	65769	476961	4323411107	0
2017.04.05	65782	66211	64493	64775	738277	6082304073	0
2017.04.06	64754	64921	63762	64223	692895	5735463661	0
2017.04.07	64202	65197	64016	64593	5531578	45029379399	0
2017.04.10	64608	64928	64115	64650	468658	5974573810	0
2017.04.11	64650	64872	63351	64360	4339920	37722533564	0
2017.04.12	64362	64456	63814	63892	753991	8202497897	0
2017.04.13	63813	63992	62826	62826	593762	5931575427	0
2017.04.17	62877	64424	62877	64335	605330	5931049490	0
2017.04.18	64317	64591	63717	64159	654080	5880086920	0
2017.04.19	64184	64572	63219	63407	658308	5603907661	0
2017.04.20	63408	64163	63388	63761	572394	5292740877	0
2017.04.24	63761	64754	63761	64389	678899	6363511889	0
2017.04.25	64364	65148	63875	65148	643315	5984561568	0
2017.04.26	65144	65436	64679	64862	677219	6102747597	0
2017.04.27	64872	65327	64292	64675	609003	6509205221	0
2017.04.28	64660	65403	64592	65403	584076	5935955227	0
2017.05.02	65404	66877	65404	66722	26368432	205454074875	0
2017.05.03	66720	66758	65898	66094	9338915	89346114823	0
2017.05.04	66071	66099	64721	64863	845189	7379402915	0
2017.05.05	64869	65768	64863	65710	567212	5090407042	0
2017.05.08	65705	66015	65295	65526	546930	4329963624	0
2017.05.09	65533	66536	65533	66278	589375	5039930944	0
2017.05.10	66284	67528	66284	67350	759864	6438956422	0
2017.05.11	67348	67709	67191	67538	617013	5994011611	0
2017.05.12	67536	68429	67536	68222	788070	7849668969	0
2017.05.15	68227	68593	68081	68474	646370	6560570986	0
2017.05.16	68473	68792	68124	68686	837866	7216859565	0
2017.05.17	68674	68674	67163	67540	827863	6426564718	0
2017.05.18	67510	67513	60315	61597	2432709	20461576457	0
2017.05.19	61597	63488	61597	62639	1301810	11140855118	0
2017.05.22	62517	62517	60925	61673	1408493	9906852803	0
2017.05.23	61670	62775	61670	62662	951118	15710487392	0
2017.05.24	62673	64016	62673	63257	912719	7451125854	0
2017.05.25	63256	63991	62762	63227	761803	6866608242	0
2017.05.26	63228	64170	63228	64085	736303	6798186360	0
2017.05.29	64055	64055	63531	63761	416825	2948961718	0
2017.05.30	63765	64107	63720	63961	513288	4073093198	0
2017.05.31	63978	63984	62673	62713	923962	8864689410	0
2017.06.01	62711	63293	62165	62289	773292	5972016896	0
2017.06.02	62348	62773	62161	62511	669040	5304150330	0
2017.06.05	62452	62800	62010	62450	599090	4559159151	0
2017.06.06	62450	63302	62426	62955	639475	5410788718	0
2017.06.07	62955	63637	62912	63171	727723	5304959089	0
2017.06.08	63147	63158	62376	62756	654089	4978673504	0
2017.06.09	62739	63066	62095	62211	752098	5706373531	0
2017.06.12	62215	62286	61279	61700	718608	5578082180	0
2017.06.13	61708	62012	61510	61829	554873	4826416892	0
2017.06.14	61831	62475	61508	61922	823449	8438654907	0
2017.06.16	61861	61921	61269	61626	693533	9678326563	0
2017.06.19	61650	62272	61645	62014	553836	4769640179	0
2017.06.20	62011	62011	60766	60766	809871	6612650370	0
2017.06.21	60783	61188	60544	60762	705221	5569860426	0
2017.06.22	60762	61354	60758	61272	596420	5343145905	0
2017.06.23	61272	61400	60992	61087	499474	4607378287	0
2017.06.26	61088	62251	61088	62188	574617	4604570426	0
2017.06.27	62188	62424	61580	61675	1274838	11875116057	0
2017.06.28	61673	62057	61433	62018	587950	4613222482	0
2017.06.29	62013	62499	61689	62239	585475	4944536550	0
2017.06.30	62238	63038	62238	62900	567419	4751623444	0
2017.07.03	62901	63338	62901	63280	426326	3658657336	0
2017.07.04	63268	63346	63076	63232	250614	1680716904	0
2017.07.05	63215	63485	62708	63154	566754	5459100603	0
2017.07.06	63156	63188	62354	62470	631495	5462138695	0
2017.07.07	62499	62926	62035	62322	556171	5276056015	0
2017.07.10	62322	63135	62322	63025	524693	4223910387	0
2017.07.11	63027	63891	62908	63832	525270	4617482179	0
2017.07.12	63840	64938	63827	64836	1689732	15457261654	0
2017.07.13	64854	65302	64854	65178	594346	5819929398	0
2017.07.14	65178	65624	65178	65436	524007	4929974432	0
2017.07.17	65431	65478	65119	65212	468086	4458953405	0
2017.07.18	65216	65338	64943	65338	499765	4426772374	0
2017.07.19	65339	65604	64874	65180	537899	4785991407	0
2017.07.20	65178	65505	64898	64938	474827	4309383675	0
2017.07.21	64936	65150	64599	64684	423608	4075789589	0
2017.07.24	64695	65104	64678	65100	456170	3690623868	0
2017.07.25	65101	65749	65101	65668	586951	5714634922	0
2017.07.26	65668	65873	64992	65011	580863	5513938236	0
2017.07.27	65013	65678	65013	65277	558251	4721462974	0
2017.07.28	65202	65497	64953	65497	539279	4937567188	0
2017.07.31	65518	66048	65518	65920	509890	5054907486	0
2017.08.01	65955	66606	65955	66516	643906	5648385885	0
2017.08.02	66504	67277	66305	67136	723561	7571898774	0
2017.08.03	67136	67256	66705	66777	643727	5491812872	0
2017.08.04	66802	67104	66525	66898	528732	4744754877	0
2017.08.07	66898	68043	66887	67940	659065	5943598519	0
2017.08.08	67922	68500	67671	67899	653667	6352057617	0
2017.08.09	67894	67894	67290	67671	531000	4848108874	0
2017.08.10	67671	67671	66650	66992	540236	5778823509	0
2017.08.11	66992	67623	66678	67359	657608	5701197075	0
2017.08.14	67369	68642	67226	68285	68745839	634098843360	0
2017.08.15	68293	68846	68293	68355	638156	5519070669	0
2017.08.16	68356	68950	68304	68594	710199	8067353701	0
2017.08.17	68596	68596	67866	67977	536139	5305498957	0
2017.08.18	68016	68808	67979	68715	654838	6783046727	0
2017.08.21	68733	69068	68514	68635	552103	5190087385	0
2017.08.22	68688	70278	68681	70011	785697	7884317868	0
2017.08.23	70011	70587	69947	70478	1863754	18447844371	0
2017.08.24	70490	71238	70490	71133	642000	6282269209	0
2017.08.25	71138	71506	70801	71074	537387	4721179943	0
2017.08.28	71074	71390	70909	71017	435357	4466282648	0
2017.08.29	70962	71330	70517	71330	504657	4666228882	0
2017.08.30	71322	71454	70755	70886	555399	5127672880	0
2017.08.31	70898	71234	70516	70835	679770	8834823181	0
2017.09.01	70848	72217	70846	71923	715506	7507967148	0
2017.09.04	71921	72141	71671	72129	438755	3836222651	0
2017.09.05	72134	73180	71827	72151	921016	8255091891	0
2017.09.06	72157	73608	72157	73412	973823	8635630680	0
2017.09.08	73396	73646	72925	73079	1367152	12736908903	0
2017.09.11	73096	74636	73096	74319	677463	7014344358	0
2017.09.12	74312	75332	74294	74539	1333686	14823972348	0
2017.09.13	74543	75146	74196	74788	671188	6980003511	0
2017.09.14	74787	74949	74397	74657	621420	6858820400	0
2017.09.15	74655	75820	74648	75757	795936	11286790832	0
2017.09.18	75758	76404	75621	75990	655006	6967063731	0
2017.09.19	75988	76071	75300	75974	653682	6040290224	0
2017.09.20	75971	76420	75074	76004	778671	8157777622	0
2017.09.21	76014	76251	75282	75604	716293	7099490774	0
2017.09.22	75618	75734	75029	75390	581626	5965857471	0
2017.09.25	75381	75470	74303	74443	650352	6408800317	0
2017.09.26	74443	74971	74319	74319	591721	7352456515	0
2017.09.27	74358	74744	73125	73797	1360498	14570990376	0
2017.09.28	73808	74011	73277	73567	733612	6276597152	0
2017.09.29	73627	74518	73627	74294	630716	6446118616	0
2017.10.02	74295	74506	73845	74360	578201	5305248713	0
2017.10.03	74363	76763	74363	76763	778074	8322578678	0
2017.10.04	76763	77004	76422	76591	607625	6463872451	0
2017.10.05	76638	78024	76618	76618	824046	8659993762	0
2017.10.06	76618	76618	75603	76055	591957	5805631719	0
2017.10.09	76055	76067	75181	75727	478038	4784447871	0
2017.10.10	75745	76996	75745	76897	647857	7422943430	0
2017.10.11	76910	76985	76323	76660	727666	7981901381	0
2017.10.13	76659	77319	76659	76990	754459	7527349969	0
2017.10.16	76985	77382	76565	76892	719954	7030136387	0
2017.10.17	76892	76892	76046	76201	701719	6337331219	0
2017.10.18	76211	76730	76012	76591	870259	6957400654	0
2017.10.19	76591	76591	75366	76283	576423	5276058119	0
2017.10.20	76291	76971	76291	76391	508516	5852840017	0
2017.10.23	76398	76498	75315	75413	590157	5615598061	0
2017.10.24	75458	76420	75458	76350	580230	6585558752	0
2017.10.25	76350	76883	75404	76671	607193	6410060037	0
2017.10.26	76708	77061	75813	75896	617290	6438968349	0
2017.10.27	75898	76617	75601	75976	689225	6950637544	0
2017.10.30	75973	75973	74305	74800	896497	8082815594	0
2017.10.31	74841	75142	74145	74308	825592	7452261600	0
2017.11.01	74321	75199	73823	73824	874079	7750859696	0
2017.11.03	73834	74254	73094	73915	1075920	9178455557	0
2017.11.06	73911	74445	73830	74311	767041	7103700570	0
2017.11.07	74228	74228	72386	72415	1083045	10266742846	0
2017.11.08	72468	74481	72468	74363	798164	7142712136	0
2017.11.09	74362	74362	72795	72933	767308	7032778045	0
2017.11.10	72932	73019	71920	72166	711175	6666065062	0
2017.11.13	72170	72735	71776	72475	664075	5977505114	0
