<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.01.23	62312	62693	61908	62386	468021	4873583277	0
2012.01.24	62386	62536	61667	62486	495247	5405096596	0
2012.01.26	62486	63805	62485	62953	654747	6402435791	0
2012.01.27	62955	63263	62769	62904	504381	5171928930	0
2012.01.30	62902	62902	61989	62770	486734	4805518773	0
2012.01.31	62772	63394	62664	63072	634640	7208955690	0
2012.02.01	63085	64567	63085	64567	698319	7722681715	0
2012.02.02	64569	64855	64224	64593	609556	6426820444	0
2012.02.03	64589	65619	64137	65217	608982	6649122407	0
2012.02.06	65217	65229	64743	65224	394875	3801681931	0
2012.02.07	65213	65944	64801	65917	526289	6396048265	0
2012.02.08	65918	66383	65647	65831	578792	6385478670	0
2012.02.09	65831	66324	65189	65530	548473	5737126802	0
2012.02.10	65525	65525	63880	63998	608266	8319102790	0
2012.02.13	63999	65713	63999	65692	487004	5630881961	0
2012.02.14	65699	65855	64826	65039	544479	5966730116	0
2012.02.15	65041	66004	65041	65368	715246	7396328253	0
2012.02.16	65364	66161	64798	66142	584153	6756640236	0
2012.02.17	66158	66562	65823	66204	506668	5630882802	0
2012.02.22	66205	66291	65851	66093	377165	3915094231	0
2012.02.23	66084	66329	65590	65820	523988	5067390903	0
2012.02.24	65820	66335	65820	65943	490270	5317472962	0
2012.02.27	65938	65954	65068	65241	462840	4513538684	0
2012.02.28	65245	66152	65240	65959	515519	5421630339	0
2012.02.29	65970	66662	65533	65812	561716	6206584137	0
2012.03.01	65812	66931	65812	66810	483060	5030069988	0
2012.03.02	66810	67791	66810	67782	509998	5518560905	0
2012.03.05	67782	67782	66756	66964	473312	4837491085	0
2012.03.06	66962	66962	64892	65114	553111	5723196614	0
2012.03.07	65123	66053	65123	66017	496595	5613095082	0
2012.03.08	66032	67272	66032	66908	557687	5923113994	0
2012.03.09	66908	67419	66679	66704	512459	5398176216	0
2012.03.12	66687	66687	65965	66385	488588	4467396657	0
2012.03.13	66386	68420	66386	68394	609644	6546954030	0
2012.03.14	68386	68970	67797	68257	579637	5912084447	0
2012.03.15	68259	68259	67458	67755	423493	5413188779	0
2012.03.16	67749	68153	67505	67684	460784	6102180268	0
2012.03.19	67685	68159	67547	67730	382104	4651072684	0
2012.03.20	67725	67725	66704	67296	421304	4424305106	0
2012.03.21	67297	67436	66762	66868	404821	3887977872	0
2012.03.22	66860	66860	65534	65828	460124	5302146195	0
2012.03.23	65831	66253	65576	65813	472615	5469633474	0
2012.03.26	65818	66776	65818	66685	414487	4106346054	0
2012.03.27	66683	66968	65925	66037	423529	5273359722	0
2012.03.28	66032	66032	64819	65079	509791	5274180253	0
2012.03.29	65074	65074	64096	64872	496597	5725471482	0
2012.03.30	64875	65363	64245	64511	581290	7614114967	0
2012.04.02	64515	65593	64199	65226	568231	5630769140	0
2012.04.03	65218	65530	64015	64284	435406	4798961085	0
2012.04.04	64301	64301	63450	63529	465751	5314366341	0
2012.04.05	63518	64299	63384	63691	431086	5212982811	0
2012.04.09	63690	63690	62462	62923	356619	3435559674	0
2012.04.10	62922	62922	61344	61738	564736	5745024552	0
2012.04.11	61741	62356	61293	61293	536894	5405215525	0
2012.04.12	61300	63061	61300	63058	573967	6579194673	0
2012.04.13	63039	63039	61778	62106	527321	6469239240	0
2012.04.16	62120	62688	61465	61955	463281	4864057870	0
2012.04.17	61959	62961	61959	62699	577773	5267979724	0
2012.04.18	62696	63243	62429	63010	681782	7146998418	0
2012.04.19	63007	63274	62478	62618	464000	4135161048	0
2012.04.20	62620	63369	62431	62494	443383	4441781925	0
2012.04.23	62494	62494	60897	61539	461299	4228768091	0
2012.04.24	61537	62001	61380	61971	455418	4412344531	0
2012.04.25	61989	62441	61328	61750	568878	6284062987	0
2012.04.26	61750	62282	61033	62198	508411	6167781470	0
2012.04.27	62203	62486	61667	61691	514097	5048468200	0
2012.04.30	61691	61900	61231	61820	398771	3829525457	0
2012.05.02	61820	62502	61594	62424	548855	5948551720	0
2012.05.03	62427	62783	61731	62104	548878	5423119733	0
2012.05.04	62104	62167	60438	60821	761572	9768297882	0
2012.05.07	60802	61299	60391	61220	570796	5034027515	0
2012.05.08	61218	61218	59871	60365	532434	5529246852	0
2012.05.09	60346	60346	59199	59786	523895	5206618901	0
2012.05.10	59796	60752	59637	59702	466450	4562598985	0
2012.05.11	59703	60340	59138	59445	454283	5331245675	0
2012.05.14	59443	59443	57539	57540	592373	4714222669	0
2012.05.15	57540	58024	56145	56238	637262	6072871035	0
2012.05.16	56245	57693	55415	55888	672967	6738477321	0
2012.05.17	55886	56296	54038	54038	657998	6328550934	0
2012.05.18	54032	54914	53856	54513	702222	7564557873	0
2012.05.21	54516	56678	54516	56590	618544	6066856949	0
2012.05.22	56586	56586	54886	55039	682452	5646852900	0
2012.05.23	55039	55052	53028	54619	756216	6686636193	0
2012.05.24	54620	54820	53176	54063	747804	5742563223	0
2012.05.25	54062	54970	53847	54464	556295	4619095357	0
2012.05.28	54467	55609	54467	55213	306403	2383096840	0
2012.05.29	55214	55763	54554	54633	554580	4851705187	0
2012.05.30	54632	54632	53382	53798	618727	5032813569	0
2012.05.31	53805	54509	53090	54490	694283	7151964871	0
2012.06.01	54488	54488	53087	53403	576445	5184593492	0
2012.06.04	53408	53960	53367	53417	454270	3828281852	0
2012.06.05	53413	53917	52481	52481	527875	3847184047	0
2012.06.06	52486	54195	52486	54156	643123	5741005633	0
2012.06.08	54150	54432	53685	54430	538631	4709574303	0
2012.06.11	54434	55401	53905	54001	490005	4168690859	0
2012.06.12	54001	55049	53906	55049	523023	4552874479	0
2012.06.13	55041	55989	54523	55651	767473	6421359897	0
2012.06.14	55641	55769	54952	55352	574936	5065334684	0
2012.06.15	55349	56105	55203	56105	601563	8703069351	0
2012.06.18	56066	56579	55486	56195	518010	5016418568	0
2012.06.19	56210	57567	56210	57195	606624	6354173797	0
2012.06.20	57196	57611	56529	57162	519146	5151930786	0
2012.06.21	57162	57218	55505	55505	442227	4320755263	0
2012.06.22	55518	56019	55083	55440	387200	3813405954	0
2012.06.25	55406	55406	53694	53805	306227	3740243656	0
2012.06.26	53806	54193	53398	53849	512304	4889406877	0
2012.06.27	53837	54006	53084	53109	579382	4672858916	0
2012.06.28	53107	53306	52271	52652	471770	4439155946	0
2012.06.29	52656	54355	52656	54355	556675	5796316176	0
2012.07.02	54355	54754	53961	54698	479051	3844816590	0
2012.07.03	54704	56228	54704	55780	665901	5971178474	0
2012.07.04	55780	56322	55485	56079	255819	2200759529	0
2012.07.05	56083	56943	55828	56379	519674	5113703855	0
2012.07.06	56376	56376	54967	55394	424037	4573249849	0
2012.07.10	55392	55588	53668	53706	649060	4978849446	0
2012.07.11	53708	54135	53233	53569	552882	4355581476	0
2012.07.12	53564	53616	52489	53421	458357	4351239354	0
2012.07.13	53422	54428	53420	54331	441728	4807566869	0
2012.07.16	54316	54418	53216	53402	517484	4173754144	0
2012.07.17	53403	54037	53119	53909	398566	3808298796	0
2012.07.18	53909	54588	53551	54583	426711	3701135174	0
2012.07.19	54588	55491	54588	55347	471569	4236852461	0
2012.07.20	55337	55337	54138	54195	502643	4873906574	0
2012.07.23	54183	54183	52213	53034	491507	4277157688	0
2012.07.24	53038	53416	52399	52636	503690	4838441425	0
2012.07.25	52658	53233	52346	52608	389665	3857779010	0
2012.07.26	52638	54126	52638	54003	554025	5707421018	0
2012.07.27	54024	57046	54024	56553	773516	7884203828	0
2012.07.30	56551	57241	56090	57241	441969	4365951972	0
2012.07.31	57243	57466	56097	56097	510385	5431022563	0
2012.08.01	56091	56735	55425	56292	522554	4667927491	0
2012.08.02	56289	56289	55239	55520	519598	4536809273	0
2012.08.03	55524	57399	55524	57255	554379	5516884343	0
2012.08.06	57255	58996	56893	58345	555053	5453827174	0
2012.08.07	58343	59316	57679	57726	548921	5422553018	0
2012.08.08	57723	58964	57603	58951	527572	5617867876	0
2012.08.09	58950	59202	58115	58797	444798	4401651402	0
2012.08.10	58774	59365	58128	59281	487130	5266666224	0
2012.08.13	59281	59543	58601	59123	454979	3818709697	0
2012.08.14	59123	59605	57904	58083	560032	5342869708	0
2012.08.15	58083	58375	57630	58189	684069	6320315189	0
2012.08.16	58190	59544	58190	59446	580143	5102378409	0
2012.08.17	59443	59822	58944	59082	454329	4914217120	0
2012.08.20	59083	59462	58629	59283	446489	4657625715	0
2012.08.21	59298	60209	58684	58918	559622	5698986279	0
2012.08.22	58918	59585	58443	59381	540778	5303305680	0
2012.08.23	59382	59382	58145	58512	523571	5118816331	0
2012.08.24	58511	58750	57833	58426	487892	5075828818	0
2012.08.27	58424	58462	57853	58111	396142	3584215163	0
2012.08.28	58109	58745	57976	58406	453673	3946615970	0
2012.08.29	58414	58553	57061	57369	601962	5506266968	0
2012.08.30	57366	57508	56901	57256	488674	4353271725	0
2012.08.31	57257	57835	56719	57061	695662	10312938635	0
2012.09.03	57065	57457	56954	57281	400581	2982275585	0
2012.09.04	57272	57272	56203	56234	554192	4675443515	0
2012.09.05	56236	56904	56236	56864	550260	4516382784	0
2012.09.06	56868	58328	56868	58321	566934	6227708143	0
2012.09.10	58325	59421	58325	58404	600634	6684386954	0
2012.09.11	58405	59515	58404	59423	588530	5850466703	0
2012.09.12	59429	60136	59205	59922	764554	8284336898	0
2012.09.13	59921	62117	59629	61958	814115	9573039100	0
2012.09.14	61955	63428	61823	62105	958917	12022475600	0
2012.09.17	62106	62692	61552	61806	627171	7064410954	0
2012.09.18	61806	62132	61447	61804	477811	5249421348	0
2012.09.19	61806	62514	61519	61652	491310	5698788384	0
2012.09.20	61652	61908	60961	61688	462095	4964294469	0
2012.09.21	61695	62223	61300	61320	478107	5914006206	0
2012.09.24	61319	61932	61075	61910	515945	5644966316	0
2012.09.25	61913	61947	60357	60501	573207	6940525975	0
2012.09.26	60506	60506	59725	60478	533815	5196083862	0
2012.09.27	60483	60889	59876	60243	500846	5346507110	0
2012.09.28	60240	60240	58864	59176	618293	8028348466	0
2012.10.01	59171	60216	59171	59571	508518	4622346698	0
2012.10.02	59575	60091	59028	59222	539646	4624015383	0
2012.10.03	59222	59483	58542	58627	487973	4554063408	0
2012.10.04	58627	59002	58105	58458	520568	5102533919	0
2012.10.05	58460	59441	58414	58572	519934	5584541612	0
2012.10.08	58572	59318	58170	59317	495206	4341822503	0
2012.10.09	59319	59697	58616	58939	555111	4981581036	0
2012.10.10	58944	59320	58341	58456	415145	4267649373	0
2012.10.11	58460	59360	58460	59162	459284	5027391139	0
2012.10.15	59164	59758	58790	59602	525526	5111527262	0
2012.10.16	59602	60412	59484	59744	530890	5883283481	0
2012.10.17	59742	60398	59683	60087	622184	6607322059	0
2012.10.18	60087	60087	59322	59734	533039	5590465898	0
2012.10.19	59701	59846	58782	58922	457545	5402565883	0
2012.10.22	58925	59205	58541	58700	373451	4005860576	0
2012.10.23	58679	58679	57388	57690	494215	5080582066	0
2012.10.24	57686	57986	57159	57161	435765	4366479190	0
2012.10.25	57161	58274	57161	57837	448642	4930103462	0
2012.10.26	57833	57833	57061	57277	468848	4869207032	0
2012.10.29	57267	57267	56581	57177	251657	2426186753	0
2012.10.30	57178	57764	57178	57684	268274	2263862798	0
2012.10.31	57682	57935	56929	57068	484724	4390023555	0
2012.11.01	57065	58383	56960	58383	468121	5488774768	0
2012.11.05	58374	58374	57551	58210	451076	4078578376	0
2012.11.06	58220	59561	58174	59459	538531	4779409716	0
2012.11.07	59460	59460	58274	58517	457551	4533154111	0
2012.11.08	58523	59008	57420	57524	492525	4998778414	0
2012.11.09	57517	58109	56862	57358	513901	5382109213	0
2012.11.12	57358	57712	56988	57064	332002	2925593649	0
2012.11.13	57049	57529	56593	57486	535455	4648687576	0
2012.11.14	57472	57472	56038	56279	570925	4869090194	0
2012.11.16	56277	56277	55126	55402	543698	5320202574	0
2012.11.19	55387	56666	55387	56451	420590	4018793495	0
2012.11.21	56453	56789	55946	56242	568738	5332737635	0
2012.11.22	56245	56643	56242	56437	275191	2545491732	0
2012.11.23	56439	57574	56248	57574	423350	4359946126	0
2012.11.26	57571	57572	56502	56737	444157	3870657485	0
2012.11.27	56737	57420	56248	56248	498655	4851922848	0
2012.11.28	56206	56591	55686	56539	546388	5007993258	0
2012.11.29	56562	57853	56562	57853	536474	5037060030	0
2012.11.30	57845	58031	56704	57475	749575	10163604028	0
2012.12.03	57479	58332	57479	58202	590726	5194108370	0
2012.12.04	58212	58520	57547	57563	581111	5067497290	0
2012.12.05	57597	58127	57231	57679	556985	5173165682	0
2012.12.06	57685	57860	57129	57656	545949	4585527797	0
2012.12.07	57656	58594	57636	58487	463215	4178084296	0
2012.12.10	58468	59248	58091	59248	472639	4274970989	0
2012.12.11	59257	59747	58951	59623	625142	5515612224	0
2012.12.12	59626	59859	59291	59474	789088	6280140576	0
2012.12.13	59459	59969	59154	59317	563995	5334591347	0
2012.12.14	59320	59824	59273	59605	599340	6193173208	0
2012.12.17	59604	59914	59323	59567	494019	4976119197	0
2012.12.18	59568	60539	59568	60461	528514	4969723281	0
2012.12.19	60461	61212	60396	60998	630201	6646878261	0
2012.12.20	60992	61276	60622	61276	529291	4853768886	0
2012.12.21	61271	61271	60221	61007	454739	5749109238	0
2012.12.26	61003	61322	60861	60963	330500	3649417598	0
2012.12.27	60964	61191	60233	60416	411217	3706040685	0
2012.12.28	60416	61066	60416	60952	422775	5077950675	0
2013.01.02	60990	62887	60990	62550	650011	5823450791	0
2013.01.03	62555	63473	62341	63312	564098	5595627243	0
2013.01.04	63314	63314	62415	62523	688971	10735576570	0
2013.01.07	62523	62699	61639	61933	579815	5628792387	0
2013.01.08	61933	62265	61081	61128	547026	5641763386	0
2013.01.09	61129	61812	61103	61579	532468	5288918950	0
2013.01.10	61578	61947	61156	61678	606355	6148737751	0
2013.01.11	61662	61683	61198	61497	450917	7053540920	0
2013.01.14	61511	62285	61511	62081	556022	5287528825	0
2013.01.15	62079	62151	61695	61728	549055	5175208709	0
2013.01.16	61726	61787	61241	61787	409768	4223996202	0
2013.01.17	61806	62309	61683	62194	500166	5149870571	0
2013.01.18	62197	62395	61822	61956	431182	6192982402	0
2013.01.21	61962	62052	61804	61900	280690	2865296670	0
2013.01.22	61904	61995	61534	61692	450621	4607372177	0
2013.01.23	61692	61969	61543	61966	427161	4500313284	0
2013.01.24	61966	62249	60838	61170	578327	5880746836	0
2013.01.28	61178	61313	59923	60027	587313	5480743114	0
2013.01.29	60027	60428	59758	60406	551630	5261429637	0
2013.01.30	60405	60405	59305	59337	608489	7067149413	0
2013.01.31	59344	59771	59114	59761	645583	6955583924	0
2013.02.01	59764	60496	59742	60351	514767	5861914201	0
2013.02.04	60350	60350	59256	59576	481111	5021566911	0
2013.02.05	59576	59974	59132	59445	607208	6968393011	0
2013.02.06	59442	59582	58588	58951	531199	5448105152	0
2013.02.07	58936	59435	58116	58372	519392	6267331403	0
2013.02.08	58374	58638	58025	58498	480175	5749811689	0
2013.02.13	58495	58754	58252	58406	469099	3794380281	0
2013.02.14	58406	58406	57751	58077	396615	3783548832	0
2013.02.15	58076	58352	57802	57903	543636	5738246166	0
2013.02.18	57906	57929	57420	57614	384382	3774456169	0
2013.02.19	57619	58061	57234	57314	552025	5608111485	0
2013.02.20	57312	57569	56034	56178	653322	6132569599	0
2013.02.21	56153	56227	55430	56155	668809	6474429749	0
2013.02.22	56159	56742	56107	56697	642437	8052147214	0
2013.02.25	56698	57157	56419	56618	619149	5885953176	0
2013.02.26	56616	57007	56047	56949	700249	6346011611	0
2013.02.27	56948	57402	56685	57274	647211	6112249477	0
2013.02.28	57273	57798	56925	57424	560163	6390611653	0
2013.03.01	57422	57422	56526	56884	655687	6086434050	0
2013.03.04	56878	56878	56067	56499	531837	5064244181	0
2013.03.05	56508	57227	55951	55951	620793	5905626410	0
2013.03.06	55953	58150	55953	57940	762580	7264530567	0
2013.03.07	57940	59472	57940	58847	731132	7883593194	0
2013.03.08	58842	59031	58129	58433	579882	6235169165	0
2013.03.11	58440	58545	57800	58545	506969	4681013355	0
2013.03.12	58542	58709	58113	58209	545828	4948723532	0
2013.03.13	58204	58411	57286	57386	636322	5938720119	0
2013.03.14	57386	57850	56722	57288	686282	6006366538	0
2013.03.15	57275	57532	56805	56869	617793	8419010762	0
2013.03.18	56869	57152	56139	56973	524327	4834532635	0
2013.03.19	56973	57038	56100	56362	575955	5315169990	0
2013.03.20	56361	56396	55831	56030	664557	5600786769	0
2013.03.21	56025	56044	55382	55577	548041	5071954492	0
2013.03.22	55577	55893	55098	55243	513236	4978872825	0
2013.03.25	55250	55450	54648	54873	555040	4662703996	0
2013.03.26	54879	55763	54879	55671	489713	4180453131	0
2013.03.27	55657	56178	55130	56034	461395	4145572901	0
2013.03.28	56035	56374	55874	56352	583219	5716934957	0
2013.04.01	56348	56348	55897	55902	432323	3550232095	0
2013.04.02	55901	56257	54809	54889	561545	4758247521	0
2013.04.03	54888	55574	54740	55563	561309	5793782650	0
2013.04.04	55563	55579	54432	54648	535226	5184830711	0
2013.04.05	54646	55227	53794	55051	689199	6329631701	0
2013.04.08	55049	55136	54333	55092	550874	4977740593	0
2013.04.09	55101	56305	55101	55912	609911	6878502724	0
2013.04.10	55913	56976	55913	56187	680766	7002160931	0
2013.04.11	56190	56284	55174	55401	521939	4911893340	0
2013.04.12	55398	55531	54458	54963	552052	6116802004	0
2013.04.15	54952	54952	52950	52950	615940	5811884439	0
2013.04.16	52953	54095	52953	53991	586465	4761172763	0
2013.04.17	53984	53984	52540	52882	874104	8188449533	0
2013.04.18	52887	53474	52392	53166	617545	5342552965	0
2013.04.19	53169	54018	53169	53929	496796	5283564599	0
2013.04.22	53927	54298	53420	54298	538748	4533593728	0
2013.04.23	54301	55282	54165	54885	605971	5319739443	0
2013.04.24	54875	55546	54723	54984	526211	6077781380	0
2013.04.25	54989	55544	54792	54967	630454	5642336263	0
2013.04.26	54963	55034	54147	54252	564713	5514585499	0
2013.04.29	54254	55336	54254	54887	665799	5551487457	0
2013.04.30	54888	55910	54585	55910	847937	7232681549	0
2013.05.02	55919	55919	55104	55322	797607	5762919120	0
2013.05.03	55330	56366	55330	55488	722154	10234634266	0
2013.05.06	55488	55542	54652	55430	650392	5916298223	0
2013.05.07	55429	56450	55207	56275	530831	5535749545	0
2013.05.08	56281	56814	55805	55805	611048	5821130775	0
2013.05.09	55805	56072	54905	55448	536221	4977457288	0
2013.05.10	55446	55446	54832	55108	642132	5615976973	0
2013.05.13	55106	55106	54389	54448	513348	4391622715	0
2013.05.14	54442	55030	54327	54667	627204	5948901149	0
2013.05.15	54668	55216	54488	54947	599083	5773193646	0
2013.05.16	54943	55539	54592	54773	647422	5896918407	0
2013.05.17	54780	55489	54780	55164	514489	5895655997	0
2013.05.20	55162	55705	54630	55701	535764	5434079296	0
2013.05.21	55699	56265	55379	56265	519232	5267205817	0
2013.05.22	56269	57099	56037	56429	666472	6250832172	0
2013.05.23	56423	56423	55379	56350	690368	5235585516	0
2013.05.24	56350	56506	55901	56406	671166	7077391427	0
2013.05.27	56415	56562	56353	56396	244184	1830970985	0
2013.05.28	56399	56979	56009	56036	567634	4877825539	0
2013.05.29	56032	56032	54635	54635	651529	5647733066	0
2013.05.31	54633	54776	52942	53506	1038132	12623048675	0
2013.06.03	53512	53993	53143	53944	677730	5561014575	0
2013.06.04	53944	54289	53498	54018	678063	5423474532	0
2013.06.05	54019	54207	52774	52799	645198	6240929255	0
2013.06.06	52813	52937	52244	52887	547868	5646722182	0
2013.06.07	52877	52877	51428	51619	692929	7077985387	0
2013.06.10	51619	51836	51160	51317	608621	9586201140	0
2013.06.11	51314	51314	49709	49770	736192	12172461310	0
2013.06.12	49777	50380	48746	49181	878283	14320234318	0
2013.06.13	49179	50444	49011	50415	779614	12357605276	0
2013.06.14	50415	50656	49330	49332	667368	12724120541	0
2013.06.17	49337	50123	49074	49089	606604	4714883074	0
2013.06.18	49089	49550	48414	49465	637834	5050598888	0
2013.06.19	49457	49698	47838	47893	771247	6236983370	0
2013.06.20	47884	48214	45930	48214	1178470	9441694932	0
2013.06.21	48209	48209	46918	47056	960413	8823985269	0
2013.06.24	47039	47039	45406	45965	887242	6734935134	0
2013.06.25	45967	47119	45967	46893	680823	5166324763	0
2013.06.26	46903	47725	46903	47172	645110	5110193460	0
2013.06.27	47135	48053	47135	47609	642473	4786460178	0
2013.06.28	47609	47639	47059	47457	777594	8503155706	0
2013.07.01	47458	47674	46676	47230	605710	4484663465	0
2013.07.02	47222	47222	44819	45229	888590	6965941032	0
2013.07.03	45227	45827	44552	45044	760283	5923616068	0
2013.07.04	45046	46097	45046	45763	422521	3460928018	0
2013.07.05	45757	45757	44107	45210	842189	6292611028	0
2013.07.08	45211	45740	44839	45076	521252	3809240948	0
2013.07.10	45082	45955	45082	45483	559284	4021859601	0
2013.07.11	45494	46719	45494	46626	656705	5215050540	0
2013.07.12	46624	46624	45529	45533	525808	4407329111	0
2013.07.15	45533	46840	45533	46737	545942	3955370193	0
2013.07.16	46749	47330	46417	46869	518073	3821639067	0
2013.07.17	46869	47710	46869	47407	634616	4797068610	0
2013.07.18	47404	48057	47093	47657	553320	4571706944	0
2013.07.19	47650	47650	47163	47400	454610	3793046728	0
2013.07.22	47407	48879	47407	48574	563828	4413461191	0
2013.07.23	48579	49379	48579	48820	556354	4342479443	0
2013.07.24	48816	48888	47999	48374	528089	4286583695	0
2013.07.25	48372	49123	48007	49067	514663	4791559536	0
2013.07.26	49068	49422	48633	49422	499106	4282692148	0
2013.07.29	49414	49461	48975	49212	400579	3192476873	0
2013.07.30	49220	49669	48562	48562	551825	5075744653	0
2013.07.31	48558	48824	48140	48234	566617	4966269262	0
2013.08.01	48235	49281	48235	49141	649086	5077391507	0
2013.08.02	49141	49550	48448	48474	515165	4606156165	0
2013.08.05	48477	48707	48264	48436	424455	3284694428	0
2013.08.06	48436	48522	47225	47422	599782	5221058946	0
2013.08.07	47422	47665	47164	47456	530296	4269670398	0
2013.08.08	47453	49230	47453	48929	678479	5661250724	0
2013.08.09	48949	50001	48836	49860	707617	7107758893	0
2013.08.12	49878	51380	49878	50299	859432	7034438937	0
2013.08.13	50299	50734	50040	50601	781261	5929683485	0
2013.08.14	50594	51364	50414	50896	1181400	9826644714	0
2013.08.15	50880	51453	50050	50908	909485	8589142943	0
2013.08.16	50906	51555	50800	51539	796453	7742569076	0
2013.08.19	51540	52089	51115	51543	720600	7038612514	0
2013.08.20	51561	51561	50499	50506	743435	5688653013	0
2013.08.21	50501	51171	50055	50405	692355	6177801963	0
2013.08.22	50408	51458	50408	51398	684856	6458805283	0
2013.08.23	51401	52197	51166	52197	615027	6819531398	0
2013.08.26	52200	52398	51429	51429	496146	5678985347	0
2013.08.27	51425	51425	50018	50092	645301	5484751335	0
2013.08.28	50092	50591	49530	49867	626095	4800139705	0
2013.08.29	49867	50558	49845	49922	506403	7272449031	0
2013.08.30	49932	50480	49649	50008	618031	10353161161	0
2013.09.02	50012	51976	50012	51835	639561	4546607073	0
2013.09.03	51833	52289	51422	51626	637554	5547951155	0
2013.09.04	51621	51830	51108	51716	564089	4786850696	0
2013.09.05	51715	52498	51256	52352	634187	5840129786	0
2013.09.06	52354	54125	52354	53749	761131	6673412397	0
2013.09.09	53752	54531	53257	54252	900055	7070726697	0
2013.09.10	54252	54740	53769	53979	741835	6739893693	0
2013.09.11	53982	54304	53307	53569	589113	6465140671	0
2013.09.12	53570	53839	52945	53307	598872	5574388979	0
2013.09.13	53311	53859	52917	53798	519258	5095352340	0
2013.09.16	53799	54463	53559	53822	564366	4503158191	0
2013.09.17	53823	54271	53576	54271	503145	4779327740	0
2013.09.18	54273	55827	53982	55703	789895	7196865501	0
2013.09.19	55703	55900	54966	55096	656946	5863521005	0
2013.09.20	55095	55243	54019	54110	566703	5783474222	0
2013.09.23	54110	54683	54027	54602	520908	4136856357	0
2013.09.24	54600	54818	54164	54430	570417	4907537735	0
2013.09.25	54425	54612	53968	54261	497036	4295058683	0
2013.09.26	54263	54344	53429	53783	494838	3962072157	0
2013.09.27	53781	54131	53611	53739	575642	5441675597	0
2013.09.30	53737	53737	52291	52338	664333	5885702544	0
2013.10.01	52337	53179	52093	53179	568052	3984642653	0
2013.10.02	53176	53474	52871	53100	502833	3594367113	0
2013.10.03	53101	53429	52296	52490	530616	4228368069	0
2013.10.04	52489	52872	52113	52849	503620	4322718476	0
2013.10.07	52841	52912	52274	52417	505694	3733064272	0
2013.10.08	52413	52556	51870	52312	510384	4154146511	0
2013.10.09	52313	52836	51955	52548	590130	4791030314	0
2013.10.10	52550	53133	52512	52997	577188	4941946135	0
2013.10.11	53000	53301	52739	53150	522114	4401704048	0
2013.10.14	53150	54197	52833	54171	570892	4576596331	0
2013.10.15	54176	55190	54053	54981	736739	6357489244	0
2013.10.16	54983	56747	54902	55973	912770	6849110021	0
2013.10.17	55966	56168	55146	55358	616410	5787598374	0
2013.10.18	55360	56052	55004	55378	545988	6271122493	0
2013.10.21	55380	56109	55257	56077	490003	4645884866	0
2013.10.22	56074	56720	55898	56460	575615	5014991042	0
2013.10.23	56459	56459	55380	55440	518507	4115123629	0
2013.10.24	55440	55864	54443	54877	531197	4015166028	0
2013.10.25	54863	54911	54141	54154	470494	5364237729	0
2013.10.28	54156	55076	54070	55073	559137	5587810888	0
2013.10.29	55076	55267	54224	54539	551456	4879592593	0
2013.10.30	54541	54764	53917	54173	544579	5340168538	0
2013.10.31	54174	54466	53602	54246	651616	6117416706	0
2013.11.01	54255	54387	53753	54013	715875	6785986369	0
2013.11.04	54014	54531	54008	54437	501658	4560196644	0
2013.11.05	54436	54539	53731	53832	594158	5396548912	0
2013.11.06	53840	53857	53073	53385	787826	5957224951	0
2013.11.07	53390	53891	52558	52741	818542	7004657904	0
2013.11.08	52739	52868	51735	52249	746490	8085930698	0
2013.11.11	52247	52646	52072	52623	447080	3747873017	0
2013.11.12	52624	52811	51636	51804	641270	5820241436	0
2013.11.13	51804	52271	51290	52228	602710	6058154590	0
2013.11.14	52233	53566	52233	53452	632335	6189076212	0
2013.11.18	53452	54317	53452	54307	625224	5593995033	0
2013.11.19	54304	54304	52831	53033	694134	5524677823	0
2013.11.21	53027	53027	52190	52688	632331	5252526433	0
2013.11.22	52686	53221	52096	52801	545823	5313795175	0
2013.11.25	52807	52995	52116	52264	533476	4323664449	0
2013.11.26	52259	52410	51433	51447	586931	5882624165	0
2013.11.27	51448	52113	51448	51857	535334	4727525929	0
2013.11.28	51862	52458	51697	51847	354254	3437426745	0
2013.11.29	51847	52482	51847	52482	433201	4895608807	0
2013.12.02	52479	52479	51245	51245	645883	6093467909	0
2013.12.03	51240	51257	50224	50349	702087	5218034757	0
2013.12.04	50359	50744	50114	50216	534847	5064527326	0
2013.12.05	50220	51124	50220	50788	710885	5580001198	0
2013.12.06	50788	51365	50610	50944	577394	5601985798	0
2013.12.09	50942	51298	50832	51165	443544	3219205924	0
2013.12.10	51167	51334	50956	50993	452784	3108676855	0
2013.12.11	50991	51039	50068	50068	554861	4181126750	0
2013.12.12	50077	50331	49842	50122	589032	4659248197	0
2013.12.13	50133	50519	50006	50051	546480	5044495987	0
2013.12.16	50049	50611	50049	50280	550583	4399939135	0
2013.12.17	50279	50563	50049	50090	526663	4031853959	0
2013.12.18	50110	50869	50110	50563	719031	6000349703	0
2013.12.19	50578	51633	50578	51633	526958	4100941098	0
2013.12.20	51620	51641	51025	51186	563876	6860428511	0
2013.12.23	51188	51605	51188	51356	458167	3233413837	0
2013.12.26	51358	51610	51185	51221	351604	2739641624	0
2013.12.27	51239	51395	51207	51267	372174	3514044652	0
2013.12.30	51274	51996	51274	51507	372610	2982629057	0
2014.01.02	51522	51656	50246	50341	792919	4555041891	0
